ID,LATITUDE,LONGITUDE,DATUM,NETWORK_ST,STATION_NA,METHOD,VS30__M_S_,MAX_DEPTH,CONTACT,REFERENCE,URL,GEOLOGIC_D,COMMENTS,IP2007,Junko2018
BL.182,36.137328,-115.177707,NA,NA,transect2201C,ReMi,537,160,Barbara Luke,NA,http://agc.unlv.edu/lv_archives/index.html,NA,Las Vegas transect by J. Louie for LLNL,8,9
JL.87,36.137328,-115.177707,NA,NA,Transect 2201C 9.345 km south of Cheyenne,ReMi,537,160,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,9
SKA.445,44.551672,-122.894459,WGS84?,NA,Lebanon02,SH-Wave_refr,537.1,8,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,8,10
SKA.29,47.9967,-122.1992,WGS84?,NSMP,7031 Everett; Fire Station No. 2,MASW; MAM; Ambient; P-Wave_refr; SH-Wave_refr,537.4,     Inf,Ray_Cakir,CakirAndWalsh2011,http://www.dnr.wa.gov/Publications/ger_misc_23_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,18,8
JL.121,39.57392,-119.82921,NA,NA,RF10_RFNV,ReMi,538,235,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,4,3a
JL.540,39.57392,-119.82921,NA,NA,RF10_RFNV,ReMi,538,235,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,"NBMG- Nevada Bureau of Mines and Geology (1973), Reno folio soil map, Nevada Bureau of Mines and Geology, Environmental Series, 1:24,000 scale, 1 sheet.",Data from Reno.,4,3a
JL.338,34.10455,-117.97932,NA,NA,122A,ReMi,538,200,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,5
RC.9,47.997,-122.199,NA,7031,"Everett, Fire Station No. 2","MASW (R-wave), AM, Seismic Refraction (P-wave), Seismic Refraction (S-wave), HVSR",538,40,Recep Cakir,"Cakir, R., and T. J. Walsh (2011) Shallow seismic site characterizations at 23 strong-motion station sites in and near Washington state, NEHRP Tech Reprt G10AP00027, 103 pp.",http://earthquake.usgs.gov/research/external/reports/G10AP00027.pdf,"Minard, J. P. (1985), Geologic map of the Everett 7.5-minute quadrangle, Snohomish County, Washington: U.S. Geological Survey Miscellaneous Field Studies Map MF-1748, 1 sheet, scale 1:24,000. Palmer, S. P.; Magsino, S. L.; Bilderback, E. L.; Poelstra, J.",NA,18,8
IW.59,47.5029,-122.7685,NA,NA,KIMR,SASW,539,82,Ivan G. Wong,"Wong, I., Stokoe II, K. H., Cox, B. R., Lin, Y. and Menq, F., (2010), Geotechnical characterization and evaulation of site amplification at selected PNSN strong motion sites, Seattle, Washington, U.S. Geological Survey NEHRP Tech Report 2003HQGR0012, 37",http://nees.org/dataview/spreadsheet/sasw,"Troost, K.G. and Booth, D.B. (2008) Geology of Seattle and the Seattle area, Washington, in Landslides and Engineering Geology of Seattle, Washington, Area, R.L. Baum, J.W. Godt, and L.M. Highland (eds), Geological Society of America Review in Engineerin",NA,5,3a
SKA.143,47.66723,-117.11411,WGS84?,NA,Liberty Lake,SH-Wave_refr,539,     Inf,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,3,9
JL.304,34.14835,-117.92494,NA,NA,105A,ReMi,539,142.8,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,3,9
JL.307,34.14304,-117.932275,NA,NA,106B,ReMi,540,161.1,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,4,3b
SKA.524,45.402949,-122.274524,WGS84?,NA,Sandy01,SH-Wave_refr,540.8,8,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,5,6
AY.SNCC,33.24786,-119.52437,WGS84,CI.SNCC,NA,MASW (R-wave),541,31,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Vedder, J. G., Harbour, R. L., Norris, R. M., Burnside, R. L., Privrasky, N. C., and Milton, D. H. (1955-1956) Geologic Map and Sections of the San Nicolas Island, California.",NA,3,5
ET.20,35.895483,-120.398933,NA,36453,826FZ,SASW,542,120,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,3,3a
JO.MNY.2,40.7503,-74.0007,WGS84,NA,CP,SPAC,542,24,"USGS Golden: J. Odum, W. Stephenson, R. Williams","Stephenson W.J., Hartzell S., Frankel A.D., Asten M., Carver D.L. and Kim W.Y. 2009. Site characterization for urban seismic hazards in lower Manhattan, New York City, from microtremor array analysis. Geophysical Research Letters 36, L03301, d",https://pubs.er.usgs.gov/publication/70035938,http://mrdata.usgs.gov/geology/state/state.php?state=NY,"Two independent interpretations of Vs30 by authors of the ""Site Characterization"" paper.",11,6
AY.MUR.1,33.600638,-117.195145,WGS84,CI.MUR,NA,MASW (R-wave),544,50,Alan Yong,"Yong, 2017",https://doi.org/10.5066/F71Z43BT ,"Morton, D.M., and Miller, F.K., 2006, Geologic Map of the San Bernardino and Santa Ana 30' x 60' quadrangles, California: U.S. Geological Survey Open-File Report 2006-1217, 194 p, 4 map sheets, scale 1:100,000, https://pubs.er.usgs.gov/publication/ofr200",Data source: Catchings et al.,4,3a
BL.27,36.13312,-115.16158,NA,NA,142RS1,ReMi,544,76.2,Barbara Luke,NA,http://agc.unlv.edu/lv_archives/index.html,NA,NA,12,9
DB.303,34.100743,-117.975,WGS84,NA,Olive Jr. High School,Downhole,544.7,16.8,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,8,9
JL.228,36.8602,-116.4715,NA,NA,"Solitario Canyon, Nevada Test Site",ReMi,546,NA,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,3,3b
JL.655,36.8602,-116.4715,NA,NA,"Solitario Canyon, Nevada Test Site",ReMi,546,103,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from YM-Anza-NN,3,3b
RW.30,38.64677,-90.20712,WGS84,NA,22MAD,ReMi,546,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams",NA,NA,http://ngmdb.usgs.gov/Prodesc/proddesc_84581.htm http://ngmdb.usgs.gov/Prodesc/proddesc_13024.htm,Layers inferred from a nearby Cross Section of the area. More detailed descriptions of the Bedrock (Pm) taken from the Geologic Map of the St. Louis 30' X 60 ' quadrangle.,9,6
DB.259,37.404665,-122.166369,WGS84,NA,Page Mill,Downhole,546.1,16,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,4,6
JO.TAC.8,47.268975,-122.511886,WGS84,NA,tb10,SPAC,546.7,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams", ,NA,Jack Odum and http://ngmdb.usgs.gov/maps/mapview/,NA,9,6
JL.587,32.66105,-116.093581,WGS84,CI.IBP,IBP,ReMi,547,80,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from SoCal.,3,2a
JO.VA.28,37.954878,-77.933288,WGS84,NA,LD01,ReMi,547,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams","Stephenson, W.J., Odum, J.K., McNamara, D.E., Williams, R.A. and S.J. Angster, 2015. Ground motion site effects from multi-method shear-wave velocity characterization at 16 seismograph stations deployed for aftershocks of the August 2011 Mineral, Virgini",http://specialpapers.gsapubs.org/content/509/47.abstract,http://ngmdb.usgs.gov/maps/mapview/,NA,5,6
JL.331,34.1125,-117.959175,NA,NA,118B,ReMi,547,199.1,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,9
JL.490,39.5259,-119.80422,NA,NA,1004-354,ReMi,547,117.7,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,Reno Folio Geologic Map 4ag,Data from Reno.,8,9
SKA.200,47.568,-122.387,WGS84?,NA,44th Ave. N (DAK) (S56),P-Wave_refr; SH-Wave_refr,547.5,29.9,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,7,3a
JO.SF.17,34.2481,-118.4999,WGS84,NA,POT,Refraction-Reflection,550,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams",NA,NA,http://ngmdb.usgs.gov/Prodesc/proddesc_217.htm,"See PG1, very similar locality",8,10
LS.16,41.30532,-76.01521,WGS84,PE.PSWB,Pennsylvania,MASW (R-wave),551,40,Antony Martin,"Salomone, L. A., Hamel, J. F., and R. P. Kassawara (2013), EPRI (2004, 2006) Ground-motion model (GMM) review project: Shear wave velocity measurements at seismic recording stations, Final Reprt 3002000719, 524 pp.",http://www.epri.com/abstracts/Pages/ProductAbstract.aspx?ProductId=000000003002000719,"Berg, T. M., Edmunds, W. E., Geyer, A. R., and others (1980), Geologic Map of Pennsylvannia, Pennsylvannia Geological Survey.",NA,5,3a
DB.79,34.580895,-118.134519,WGS84,NA,Palmdale Holiday Inn,Downhole,551.6,30,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,8,7
JO.GATOS.3,37.221987,-121.983876,WGS84,NA,MPK,Refraction-Reflection,552,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams",NA,NA,http://ngmdb.usgs.gov/Prodesc/proddesc_71771.htm,NA,3,3b
IW.36,19.9464,-155.8343,NA,NA,South Kohala Fire Station,SASW,552,81,Ivan G. Wong,"Wong, I. G., Stokoe II, K. H., Cox, B. R., Yuan, J., Knudsen, K. L., Terra, F., Okubo, P., and Lin, Y., (2011), Shear-wave velocity characterization of the USGS Hawaiian strong-motion network on the island of Hawaii and development of an NEHRP site-class",http://nees.org/dataview/spreadsheet/sasw,NA,NA,4,3b
SKA.96,47.54,-122.18,WGS84?,NA,"RHAZ Hazelwood School, Renton",SASW,552.2,73.8,Ivan_Wong,WongEA2011,http://earthquakespectra.org/doi/10.1193/1.3534936,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,3,3a
SKA.506,44.639944,-124.050413,WGS84?,NA,Newp01,SH-Wave_refr,552.2,11,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,18,3b
SKA.351,42.191196,-122.685673,WGS84?,NA,Ashl02,SH-Wave_refr,552.3,25,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,3,3a
JO.VA.38,38.02286,-77.879688,WGS84,NA,SPRD,MASW,554,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams","Stephenson, W.J., Odum, J.K., McNamara, D.E., Williams, R.A. and S.J. Angster, 2015. Ground motion site effects from multi-method shear-wave velocity characterization at 16 seismograph stations deployed for aftershocks of the August 2011 Mineral, Virgini",http://specialpapers.gsapubs.org/content/509/47.abstract,http://ngmdb.usgs.gov/Prodesc/proddesc_32196.htm,NA,9,3b
SKA.137,47.68148,-117.56498,WGS84?,NA,Hayford,SH-Wave_refr,554.9,31,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,13,8
JL.577,33.64982,-117.010038,WGS84,CI.DGR,DGR,ReMi,555,18,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from SoCal.,7,3a
JL.559,39.475939,-119.677008,WGS84,NA,vrrt13-32,ReMi,555,50,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from Reno.,3,3b
DH.8,38.86181,-90.8624,NA,NA,93,MASW (R-wave),555,44.3,David Hoffman,"Hoffman, D., Anderson, N., and J. D. Rodgers (2008), St. Louis metro area shear wave velocity testing, NEHRP Tech Reprt 06HQGR0026, 24pp.",http://earthquake.usgs.gov/research/external/reports/06HQGR0026.pdf,NA,NA,9,6
SKA.667,49.109689,-123.049278,WGS84?,NA,101141VD,P-Wave_refr,555.1,4163.691,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured; First layer >= 30 m thick,16,11
SKA.309,45.41006,-122.51078,WGS84?,NA,carver,DH_CH,556.2,74.6,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,5,3a
SKA.116,47.85497,-117.29542,WGS84?,NA,Big George,SH-Wave_refr,556.6,32,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,9,6
AY.IDO,33.79673,-116.22153,WGS84,CI.IDO,NA,MASW (R-wave),557,26,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Dibblee, T. W., Jr., (2008) Geologic Map of the Thousand Palms and Lost Horse Mountains 15 Minute Quadrangles, Riverside County, California.",NA,4,1b
JL.552,39.515743,-119.703698,WGS84,NN.SWTP,SWTP-RS,ReMi,557,170,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from Reno.,3,1b
IW.72,47.54,-122.1849,NA,NA,RHAZ,SASW,557,76,Ivan G. Wong,"Wong, I., Stokoe II, K. H., Cox, B. R., Lin, Y. and Menq, F., (2010), Geotechnical characterization and evaulation of site amplification at selected PNSN strong motion sites, Seattle, Washington, U.S. Geological Survey NEHRP Tech Report 2003HQGR0012, 37",http://nees.org/dataview/spreadsheet/sasw,"Troost, K.G. and Booth, D.B. (2008) Geology of Seattle and the Seattle area, Washington, in Landslides and Engineering Geology of Seattle, Washington, Area, R.L. Baum, J.W. Godt, and L.M. Highland (eds), Geological Society of America Review in Engineerin",NA,3,3a
DB.274,34.263308,-118.667335,WGS84,NA,Knolls Elementary School,Downhole,557.4,67.5,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,4,3a
AY.MUR.3,33.600638,-117.195145,WGS84,CI.MUR,NA,AM,558,14,Alan Yong,"Yong, 2017",https://doi.org/10.5066/F71Z43BT ,"Morton, D.M., and Miller, F.K., 2006, Geologic Map of the San Bernardino and Santa Ana 30' x 60' quadrangles, California: U.S. Geological Survey Open-File Report 2006-1217, 194 p, 4 map sheets, scale 1:100,000, https://pubs.er.usgs.gov/publication/ofr200",Data source: Catchings et al.,4,3a
ET.53,35.832367,-120.3477,NA,GFU,859GFU,SASW,558,50,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,7,7
DB.168,37.57994,-121.925803,WGS84,NA,Morrison Canyon,Downhole,558.4,29.9,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,5,3b
SKA.292,47.379,-122.017,WGS84?,NA,Upper Cedar River Pipeline (S37c),DH_CH,558.8,17.1,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,DEA13,5,3a
AY.GOR,33.1537,-117.22921,WGS84,CI.GOR,NA,MASW (R-wave),559,26,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Kennedy, M. P. and Tan, S. S. (2007) Geologic Map of the Oceanside 30' X 60' Quadrangle, Southern California.",NA,7,3a
JL.43,37.948601,-119.105802,WGS84,NA,HWY395,ReMi,559,52.5,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from Lee Vining.,4,7
JL.38,36.129313,-115.165464,NA,NA,WLVSS1,ReMi,559,NA,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,"Possibly replicate data from Las Vegas Valley in Babara Luke repository, where subset was not provided with VS30.  Data based on downloaded allv30.txt file.  ReMi derived Vs30 assumed.",8,9
WP.16,43.73307,-111.10106,NAD83/WGS84,NA,Site 34,iMASW,559.5,NA,William M. Phillips,"Phillips, W. M. (2011), Readme documentation NEHRP site class map of Teton County, Idaho, v. 12.2011.14, http://www.idahogeology.org/PDF/Digital_Data_%28D%29/Digital_Databases_%28DD%29/DD6_Teton_NEHRP_Liquefaction/NEHRP/README_Documentation_NEHRP_Site_Cl",http://www.idahogeology.org/PDF/Digital_Data_%28D%29/Digital_Databases_%28DD%29/DD6_Teton_NEHRP_Liquefaction/NEHRP/README_Documentation_NEHRP_Site_Class_Map_Teton_County_Idaho.pdf,NA,Coordinates of first (Geophone 1) and last (Geophone 12) sensors were provided; used position of Geophone 1.,8,9
SKA.539,42.210447,-121.716611,WGS84?,NA,SR05,SH-Wave_refr,559.9,8,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,7,7
PEER.AZ.7,33.8142,-113.8287,NAD83,Y13A,Salome,SASW,559.9,0,PEER,"US Array, 2003",na,na,na,8,9
AY.PSM,36.0688,-120.59618,WGS84,NC.PSM,NA,MASW (R-wave),560,24,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Dibblee, T. W., Jr., (2006) Geologic Map of the Smith Mountain Quadrangle, Monterey and Fresno Counties, California.",NA,1,2a
RW.30,38.64677,-90.20712,NA,22MAD,22nd and Madison,Seismic Refraction (S-wave),560,NA,Robert A. Williams,"Williams, R. A., Odum, J. K., Stephenson, W. J., and R. B. Herrmann (2007), Shallow P- and S-wave velocities and site resonances in the St. Louis region, Missouri-Illinois, Eq. Spectra, v. 23, n. 3, pp. 711-726.",http://earthquakespectra.org/loi/eqsa,NA,NA,9,6
JL.600,34.223226,-118.062558,WGS84,CI.MWC,MWC,ReMi,561,40,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from SoCal.,4,1b
UGS.190,40.66755,-112.039353,WGS84,NA,4700 South 6300 West,Surface wave dispersion (R-waves),561,40,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Schuster, G.T., and Y. Sun (1993), Surface wave inversion of near surface shear velocities in Salt Lake Valley: unpublished Final Technical Report to the U.S. Geological Survey, NEHRP contract no. 1434-92-G-2175, 31 p.",Original coordinates in UTM Zone 12 NAD27.,4,3b
JL.345,34.09126,-117.99547,NA,NA,125B,ReMi,561,200,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,12,5
DB.162,37.350506,-122.175539,WGS84,NA,Foothills Park,Downhole,561.6,29,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,3,2b
SKA.511,45.298107,-122.563871,WGS84?,NA,OCD3,DH_CH,561.6,38,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,5,6
JL.604,33.861898,-117.205621,WGS84,CI.PER,PER,ReMi,563,60,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from SoCal.,4,3b
JL.287,34.1092,-119.06548,NA,CI.LGU,LGU,ReMi,565,100,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file & SoCal directory,4,1b
ET.45,35.833067,-120.2713,NA,36437,851SC,SASW,565,100,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,3,3a
AY.MMX1,37.61711,-118.95976,WGS84,NC.MMX1,NA,"Seismic Refraction (P-wave), Seismic Refraction (S-wave)",565,20,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Bailey, R. A. (1989) Geologic Map of Long Valley Caldera, Mono-Inyo Craters Volcanic Chain, and Vicinity, Eastern California.",NA,3,4
AY.13929,33.64911,-117.20525,WGS84,CE.13929,NA,MASW (L-wave),565,23,Alan Yong,"Yong, A., Martin, A., Stokoe, K., and Diehl, J., (2013), ARRA-funded VS30 measurements using multi-technique approach at strong-motion stations in California and central-eastern United States, U.S. Geological Survey Open-File Report 2013-1102, 60 p.",http://pubs.usgs.gov/of/2013/1102/,"Morton, D. M. (1991, 1995, and 1996) Geologic Map of the Romoland 7.5' Quadrangle, Riverside County, California, Version 1.0.",NA,7,7
PEER.AZ.8,33.9535,-112.3331,NAD83,Y15A,Casa Rosa Ranch,SASW,565.5,0,PEER,"US Array, 2003",na,na,na,3,3a
ET.46,35.810517,-120.283067,NA,36422,852SC,SASW,566,100,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,7,3a
JL.245,36.9218,-116.4749,NA,NA,"Yucca Wash, Nevada",ReMi,566,NA,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,3,3a
JL.672,36.9218,-116.4749,NA,NA,"Yucca Wash, Nevada",ReMi,566,80,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from YM-Anza-NN,3,3a
BL.188,36.212636,-115.128314,NA,NA,transect2300B,ReMi,567,150,Barbara Luke,NA,http://agc.unlv.edu/lv_archives/index.html,NA,Las Vegas transect by J. Louie for LLNL,8,9
JL.93,36.212636,-115.128314,NA,NA,Transect 2300B 0.364 km south of Cheyenne,ReMi,567,150,John N. Louie,NA,http://crack.seismo.unr.edu/vs/archive/,NA,Data from ReMi-Vs30.csv file.,8,9
LS.31,33.03997,-86.99776,WGS84,US.LRAL,Alabama,SASW,568,43,Antony Martin,"Salomone, L. A., Hamel, J. F., and R. P. Kassawara (2013), EPRI (2004, 2006) Ground-motion model (GMM) review project: Shear wave velocity measurements at seismic recording stations, Final Reprt 3002000719, 524 pp.",http://www.epri.com/abstracts/Pages/ProductAbstract.aspx?ProductId=000000003002000719,"Szabo, M. W., Osborne, E. W., Copeland, C. W. Jr., Neathery, T. L. (1988), Geologic Map of Alabama, Geological Survey of Alabama Special Map 220.",NA,5,3b
SKA.400,44.928718,-123.322233,WGS84?,NA,Dalla01,SH-Wave_refr,568.4,6,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,DEA13,11,3a
